aggregator,block_dimension,budget,dimension,discrete,elapsed_budget,elapsed_time,error,function_class,hashing,loss,name,noise_level,num_blocks,num_workers,optimizer_name,rotation,seed,translation_factor,useful_dimensions,useless_variables
max,20,1000,20,False,1000,0.4291141033172608,,ArtificialFunction,False,239.8613048189069,sphere4,10,1,1,CMA,False,4265961884,1,20,0
max,20,1000,20,False,1000,0.3000321388244629,,ArtificialFunction,False,31.813077761986605,sphere,10,1,1,NoisyDE,False,2962574549,1,20,0
max,20,2000,20,False,2000,0.452169418334961,,ArtificialFunction,False,33010622.799271435,cigar,10,1,1,NaiveTBPSA,True,1939140047,1,20,0
max,20,2000,20,False,2000,0.8316707611083984,,ArtificialFunction,False,381.48274146355584,sphere4,10,1,1,NoisyDE,False,2532566789,1,20,0
max,20,4000,20,False,4000,1.0789506435394287,,ArtificialFunction,False,48.43831426373927,sphere,10,1,1,NaiveTBPSA,False,477572911,1,20,0
max,20,4000,20,False,4000,1.2377383708953855,,ArtificialFunction,False,19584218.65309955,cigar,10,1,1,TBPSA,True,4277184483,1,20,0
max,20,8000,20,False,8000,2.266724109649658,,ArtificialFunction,False,274.2899800926536,sphere4,10,1,1,NaiveTBPSA,False,2164048987,1,20,0
max,20,8000,20,False,8000,2.317976474761963,,ArtificialFunction,False,23.215355184126967,sphere,10,1,1,TBPSA,False,777792962,1,20,0
max,20,16000,20,False,16000,7.2824156284332275,,ArtificialFunction,False,20306968.776782326,cigar,10,1,1,NoisyBandit,True,2342932584,1,20,0
max,20,16000,20,False,16000,3.944435358047485,,ArtificialFunction,False,236.2033790054996,sphere4,10,1,1,TBPSA,False,478660022,1,20,0
max,20,32000,20,False,32000,14.008102178573608,,ArtificialFunction,False,18.265416130881945,sphere,10,1,1,NoisyBandit,False,3257456222,1,20,0
max,20,64000,20,False,64000,31.67270040512085,,ArtificialFunction,False,194129043.8984486,cigar,10,1,1,CMA,True,1703061343,1,20,0
max,20,64000,20,False,64000,31.02789878845215,,ArtificialFunction,False,208.17705050543117,sphere4,10,1,1,NoisyBandit,False,2327495776,1,20,0
max,20,128000,20,False,128000,62.76686429977417,,ArtificialFunction,False,264.4145024104874,sphere,10,1,1,CMA,False,4258122848,1,20,0
max,20,128000,20,False,128000,45.50753307342529,,ArtificialFunction,False,1940485594.7625148,cigar,10,1,1,NoisyDE,True,3565258383,1,20,0
max,20,500,20,False,500,0.4649300575256348,,ArtificialFunction,False,87104187.89973553,cigar,10,1,1,CMA,False,3540249318,1,20,0
max,20,500,20,False,500,0.1953599452972412,,ArtificialFunction,False,334.1910702145913,sphere4,10,1,1,NoisyDE,True,150480713,1,20,0
max,20,1000,20,False,1000,0.2734816074371338,,ArtificialFunction,False,64.79644043540155,sphere,10,1,1,NaiveTBPSA,True,40427531,1,20,0
max,20,1000,20,False,1000,0.3919265270233154,,ArtificialFunction,False,26414064.63415591,cigar,10,1,1,NoisyDE,False,2705094961,1,20,0
max,20,2000,20,False,2000,0.568472146987915,,ArtificialFunction,False,310.39639665198143,sphere4,10,1,1,NaiveTBPSA,True,2061083478,1,20,0
max,20,2000,20,False,2000,0.7585945129394531,,ArtificialFunction,False,20.80020558864994,sphere,10,1,1,TBPSA,True,3945149696,1,20,0
max,20,4000,20,False,4000,1.076996088027954,,ArtificialFunction,False,40713446.56266489,cigar,10,1,1,NaiveTBPSA,False,2946712965,1,20,0
max,20,4000,20,False,4000,1.0368323326110842,,ArtificialFunction,False,224.95443312414463,sphere4,10,1,1,TBPSA,True,1020737302,1,20,0
max,20,8000,20,False,8000,3.0366179943084717,,ArtificialFunction,False,21.74631705497127,sphere,10,1,1,NoisyBandit,True,2107283334,1,20,0
max,20,8000,20,False,8000,2.2529704570770264,,ArtificialFunction,False,12351188.095185256,cigar,10,1,1,TBPSA,False,973187538,1,20,0
max,20,16000,20,False,16000,7.306150674819946,,ArtificialFunction,False,292.34339826569067,sphere4,10,1,1,NoisyBandit,True,553870697,1,20,0
max,20,32000,20,False,32000,15.47016143798828,,ArtificialFunction,False,139.8115367703067,sphere,10,1,1,CMA,True,3627351272,1,20,0
max,20,32000,20,False,32000,14.885006189346313,,ArtificialFunction,False,38383604.11845824,cigar,10,1,1,NoisyBandit,False,2792289329,1,20,0
max,20,64000,20,False,64000,30.621100902557373,,ArtificialFunction,False,273.06918021460274,sphere4,10,1,1,CMA,True,2958830047,1,20,0
max,20,64000,20,False,64000,37.78181028366089,,ArtificialFunction,False,1602.858630328296,sphere,10,1,1,NoisyDE,True,1200269640,1,20,0
max,20,128000,20,False,128000,61.64477300643921,,ArtificialFunction,False,209680183.10776177,cigar,10,1,1,CMA,False,2326199925,1,20,0
max,20,128000,20,False,128000,40.35143852233887,,ArtificialFunction,False,1282.156845767865,sphere4,10,1,1,NoisyDE,True,2423049934,1,20,0
max,20,500,20,False,500,0.4480216503143311,,ArtificialFunction,False,360.40003991399107,sphere4,10,1,1,CMA,False,3835331426,1,20,0
max,20,500,20,False,500,0.14594197273254395,,ArtificialFunction,False,42.86846907050596,sphere,10,1,1,NoisyDE,False,2842891083,1,20,0
max,20,1000,20,False,1000,0.2280254364013672,,ArtificialFunction,False,40527457.57779357,cigar,10,1,1,NaiveTBPSA,True,2639060264,1,20,0
max,20,1000,20,False,1000,0.3104057312011719,,ArtificialFunction,False,387.2579771160601,sphere4,10,1,1,NoisyDE,False,1240240664,1,20,0
max,20,2000,20,False,2000,0.4079294204711914,,ArtificialFunction,False,46.8674331043225,sphere,10,1,1,NaiveTBPSA,False,2197215398,1,20,0
max,20,2000,20,False,2000,0.5009856224060059,,ArtificialFunction,False,23969222.68645314,cigar,10,1,1,TBPSA,True,2948827733,1,20,0
max,20,4000,20,False,4000,0.9103908538818359,,ArtificialFunction,False,331.7206769414508,sphere4,10,1,1,NaiveTBPSA,False,2333117755,1,20,0
max,20,4000,20,False,4000,0.8136973381042479,,ArtificialFunction,False,27.114729388267282,sphere,10,1,1,TBPSA,False,2291882977,1,20,0
max,20,8000,20,False,8000,3.08589243888855,,ArtificialFunction,False,35039109.496268235,cigar,10,1,1,NoisyBandit,True,1986398701,1,20,0
max,20,8000,20,False,8000,1.9575748443603518,,ArtificialFunction,False,290.1508421275292,sphere4,10,1,1,TBPSA,False,127925498,1,20,0
max,20,16000,20,False,16000,5.72227668762207,,ArtificialFunction,False,19.659169690763246,sphere,10,1,1,NoisyBandit,False,3337989595,1,20,0
max,20,32000,20,False,32000,15.487125873565676,,ArtificialFunction,False,201076907.0732704,cigar,10,1,1,CMA,True,1873682203,1,20,0
max,20,32000,20,False,32000,14.883756875991821,,ArtificialFunction,False,264.8866883432383,sphere4,10,1,1,NoisyBandit,False,133942206,1,20,0
max,20,64000,20,False,64000,30.82485556602478,,ArtificialFunction,False,216.25336017362525,sphere,10,1,1,CMA,False,1424446056,1,20,0
max,20,64000,20,False,64000,37.001578092575066,,ArtificialFunction,False,930713827.8508906,cigar,10,1,1,NoisyDE,True,1540228754,1,20,0
max,20,128000,20,False,128000,59.34766697883606,,ArtificialFunction,False,449.60801460075965,sphere4,10,1,1,CMA,False,4245128420,1,20,0
max,20,128000,20,False,128000,39.78536868095397,,ArtificialFunction,False,1445.5289522928463,sphere,10,1,1,NoisyDE,False,3679407069,1,20,0
max,20,500,20,False,500,0.3115143775939941,,ArtificialFunction,False,38.219907742804935,sphere,10,1,1,NaiveTBPSA,True,4147861236,1,20,0
max,20,500,20,False,500,0.15270233154296875,,ArtificialFunction,False,38157477.65859305,cigar,10,1,1,NoisyDE,False,1281830708,1,20,0
max,20,1000,20,False,1000,0.2319190502166748,,ArtificialFunction,False,342.74163280290213,sphere4,10,1,1,NaiveTBPSA,True,1539031884,1,20,0
max,20,1000,20,False,1000,0.21510577201843264,,ArtificialFunction,False,8.87822611917148,sphere,10,1,1,TBPSA,True,3753000191,1,20,0
max,20,2000,20,False,2000,0.4302890300750733,,ArtificialFunction,False,57355894.64551763,cigar,10,1,1,NaiveTBPSA,False,4104159699,1,20,0
max,20,2000,20,False,2000,0.4422640800476074,,ArtificialFunction,False,294.18806581205644,sphere4,10,1,1,TBPSA,True,1050015151,1,20,0
max,20,4000,20,False,4000,1.200634241104126,,ArtificialFunction,False,37.43293766178558,sphere,10,1,1,NoisyBandit,True,2354759193,1,20,0
max,20,4000,20,False,4000,0.8667852878570557,,ArtificialFunction,False,13080297.665309828,cigar,10,1,1,TBPSA,False,2443343555,1,20,0
max,20,8000,20,False,8000,2.7307114601135254,,ArtificialFunction,False,244.21820079891887,sphere4,10,1,1,NoisyBandit,True,3058121405,1,20,0
max,20,16000,20,False,16000,7.105465412139893,,ArtificialFunction,False,124.7459840961657,sphere,10,1,1,CMA,True,3747066313,1,20,0
max,20,16000,20,False,16000,6.765246391296388,,ArtificialFunction,False,17352284.193391327,cigar,10,1,1,NoisyBandit,False,3266613295,1,20,0
max,20,32000,20,False,32000,14.242820262908936,,ArtificialFunction,False,443.2622249047464,sphere4,10,1,1,CMA,True,2875077492,1,20,0
max,20,32000,20,False,32000,16.639916896820072,,ArtificialFunction,False,180.67495098173862,sphere,10,1,1,NoisyDE,True,2348390383,1,20,0
max,20,64000,20,False,64000,31.437474012374878,,ArtificialFunction,False,199555306.0452096,cigar,10,1,1,CMA,False,659254445,1,20,0
max,20,64000,20,False,64000,29.52436375617981,,ArtificialFunction,False,652.8806403190027,sphere4,10,1,1,NoisyDE,True,145263219,1,20,0
max,20,128000,20,False,128000,33.16618013381958,,ArtificialFunction,False,51.06545533061154,sphere,10,1,1,NaiveTBPSA,True,1606081948,1,20,0
max,20,128000,20,False,128000,46.29531121253967,,ArtificialFunction,False,2415171255.113891,cigar,10,1,1,NoisyDE,False,1502303195,1,20,0
max,20,500,20,False,500,0.3090739250183105,,ArtificialFunction,False,27422679.592162274,cigar,10,1,1,NaiveTBPSA,True,769458329,1,20,0
max,20,500,20,False,500,0.17358803749084473,,ArtificialFunction,False,367.4130976581971,sphere4,10,1,1,NoisyDE,False,3889298178,1,20,0
max,20,1000,20,False,1000,0.2477152347564697,,ArtificialFunction,False,40.52453050253315,sphere,10,1,1,NaiveTBPSA,False,774411578,1,20,0
max,20,1000,20,False,1000,0.26755690574646,,ArtificialFunction,False,23399012.44727808,cigar,10,1,1,TBPSA,True,226931313,1,20,0
max,20,2000,20,False,2000,0.4325919151306152,,ArtificialFunction,False,416.23935670249926,sphere4,10,1,1,NaiveTBPSA,False,2869856112,1,20,0
max,20,2000,20,False,2000,0.42981505393981934,,ArtificialFunction,False,28.82011122437601,sphere,10,1,1,TBPSA,False,1289430233,1,20,0
max,20,4000,20,False,4000,1.4213640689849854,,ArtificialFunction,False,19568595.34750296,cigar,10,1,1,NoisyBandit,True,2686615409,1,20,0
max,20,4000,20,False,4000,1.101076364517212,,ArtificialFunction,False,234.0985378876469,sphere4,10,1,1,TBPSA,False,390188089,1,20,0
max,20,8000,20,False,8000,2.9084775447845463,,ArtificialFunction,False,23.09563526907818,sphere,10,1,1,NoisyBandit,False,3403433464,1,20,0
max,20,16000,20,False,16000,8.416672945022581,,ArtificialFunction,False,157212054.5892239,cigar,10,1,1,CMA,True,1712885226,1,20,0
max,20,16000,20,False,16000,7.406468391418457,,ArtificialFunction,False,232.07360064426,sphere4,10,1,1,NoisyBandit,False,2430768844,1,20,0
max,20,32000,20,False,32000,14.910522937774658,,ArtificialFunction,False,448.4019038969974,sphere,10,1,1,CMA,False,933960159,1,20,0
max,20,32000,20,False,32000,17.458914279937744,,ArtificialFunction,False,1662813737.7438989,cigar,10,1,1,NoisyDE,True,2543732703,1,20,0
max,20,64000,20,False,64000,31.0476188659668,,ArtificialFunction,False,266.22586246037133,sphere4,10,1,1,CMA,False,1870123182,1,20,0
max,20,64000,20,False,64000,36.774705410003655,,ArtificialFunction,False,476.2428882739192,sphere,10,1,1,NoisyDE,False,3855697178,1,20,0
max,20,128000,20,False,128000,31.463629245758057,,ArtificialFunction,False,13889111.833124185,cigar,10,1,1,NaiveTBPSA,True,1372987304,1,20,0
max,20,128000,20,False,128000,48.129194021224976,,ArtificialFunction,False,1214.793526113982,sphere4,10,1,1,NoisyDE,False,18645115,1,20,0
max,20,500,20,False,500,0.3041996955871582,,ArtificialFunction,False,308.60696803192667,sphere4,10,1,1,NaiveTBPSA,True,4177289964,1,20,0
max,20,500,20,False,500,0.13054656982421875,,ArtificialFunction,False,15.539390068076882,sphere,10,1,1,TBPSA,True,251309216,1,20,0
max,20,1000,20,False,1000,0.2626769542694092,,ArtificialFunction,False,32612171.50049415,cigar,10,1,1,NaiveTBPSA,False,4076328470,1,20,0
max,20,1000,20,False,1000,0.2482655048370361,,ArtificialFunction,False,343.40975526734366,sphere4,10,1,1,TBPSA,True,37433773,1,20,0
max,20,2000,20,False,2000,1.0117735862731934,,ArtificialFunction,False,30.157422990543623,sphere,10,1,1,NoisyBandit,True,51703,1,20,0
max,20,2000,20,False,2000,0.5373506546020508,,ArtificialFunction,False,10148232.99876353,cigar,10,1,1,TBPSA,False,1967463597,1,20,0
max,20,4000,20,False,4000,1.4826688766479492,,ArtificialFunction,False,304.4576237154032,sphere4,10,1,1,NoisyBandit,True,592645569,1,20,0
max,20,8000,20,False,8000,3.9401264190673833,,ArtificialFunction,False,507.7937006980483,sphere,10,1,1,CMA,True,2390716466,1,20,0
max,20,8000,20,False,8000,3.25703501701355,,ArtificialFunction,False,37598190.83917907,cigar,10,1,1,NoisyBandit,False,4230278483,1,20,0
max,20,16000,20,False,16000,8.84255814552307,,ArtificialFunction,False,766.1057283005928,sphere4,10,1,1,CMA,True,585654684,1,20,0
max,20,16000,20,False,16000,6.238705396652223,,ArtificialFunction,False,303.0136517594837,sphere,10,1,1,NoisyDE,True,866011759,1,20,0
max,20,32000,20,False,32000,15.398352146148682,,ArtificialFunction,False,207941914.3671478,cigar,10,1,1,CMA,False,469461023,1,20,0
max,20,32000,20,False,32000,15.79669952392578,,ArtificialFunction,False,816.7439662983045,sphere4,10,1,1,NoisyDE,True,2992410418,1,20,0
max,20,64000,20,False,64000,16.783940076828006,,ArtificialFunction,False,14.920146844869333,sphere,10,1,1,NaiveTBPSA,True,874447348,1,20,0
max,20,64000,20,False,64000,33.441258907318115,,ArtificialFunction,False,774053556.9638889,cigar,10,1,1,NoisyDE,False,1092636179,1,20,0
max,20,128000,20,False,128000,36.452427864074714,,ArtificialFunction,False,266.7995451993349,sphere4,10,1,1,NaiveTBPSA,True,56696239,1,20,0
max,20,128000,20,False,128000,29.226415157318115,,ArtificialFunction,False,12.78267921614542,sphere,10,1,1,TBPSA,True,622782996,1,20,0
max,20,500,20,False,500,0.11246085166931152,,ArtificialFunction,False,37.88941022362096,sphere,10,1,1,NaiveTBPSA,False,3258093498,1,20,0
max,20,500,20,False,500,0.34242773056030273,,ArtificialFunction,False,17525531.978291694,cigar,10,1,1,TBPSA,True,3092507539,1,20,0
max,20,1000,20,False,1000,0.2826311588287353,,ArtificialFunction,False,342.9119387226126,sphere4,10,1,1,NaiveTBPSA,False,3104697122,1,20,0
max,20,1000,20,False,1000,0.255460262298584,,ArtificialFunction,False,24.868990106974763,sphere,10,1,1,TBPSA,False,3383017799,1,20,0
max,20,2000,20,False,2000,0.9584343433380128,,ArtificialFunction,False,35652251.42738389,cigar,10,1,1,NoisyBandit,True,508335242,1,20,0
max,20,2000,20,False,2000,0.5383033752441406,,ArtificialFunction,False,364.5682916587547,sphere4,10,1,1,TBPSA,False,2679674665,1,20,0
max,20,4000,20,False,4000,1.3565316200256348,,ArtificialFunction,False,19.386441331649557,sphere,10,1,1,NoisyBandit,False,2134175376,1,20,0
max,20,8000,20,False,8000,4.141725301742554,,ArtificialFunction,False,104470894.99408785,cigar,10,1,1,CMA,True,1183283569,1,20,0
max,20,8000,20,False,8000,3.2313246726989746,,ArtificialFunction,False,349.31520037133765,sphere4,10,1,1,NoisyBandit,False,53487019,1,20,0
max,20,16000,20,False,16000,7.983585596084595,,ArtificialFunction,False,442.13437914940783,sphere,10,1,1,CMA,False,717043623,1,20,0
max,20,16000,20,False,16000,8.145981073379518,,ArtificialFunction,False,644613616.4547343,cigar,10,1,1,NoisyDE,True,1929290288,1,20,0
max,20,32000,20,False,32000,13.41384243965149,,ArtificialFunction,False,246.00394873993017,sphere4,10,1,1,CMA,False,1811125249,1,20,0
max,20,32000,20,False,32000,11.909159183502195,,ArtificialFunction,False,815.3242125001706,sphere,10,1,1,NoisyDE,False,2504559112,1,20,0
max,20,64000,20,False,64000,15.188656330108644,,ArtificialFunction,False,41166443.11528922,cigar,10,1,1,NaiveTBPSA,True,1115989829,1,20,0
max,20,64000,20,False,64000,35.013988971710205,,ArtificialFunction,False,773.6006665884627,sphere4,10,1,1,NoisyDE,False,2668484940,1,20,0
max,20,128000,20,False,128000,28.824717044830322,,ArtificialFunction,False,218.439710536513,sphere,10,1,1,NaiveTBPSA,False,4172558748,1,20,0
max,20,128000,20,False,128000,31.867865800857547,,ArtificialFunction,False,8845856.037934901,cigar,10,1,1,TBPSA,True,978089261,1,20,0
max,20,500,20,False,500,0.1104898452758789,,ArtificialFunction,False,48623097.1277615,cigar,10,1,1,NaiveTBPSA,False,1947549667,1,20,0
max,20,500,20,False,500,0.2860398292541504,,ArtificialFunction,False,310.11184807714375,sphere4,10,1,1,TBPSA,True,3681048725,1,20,0
max,20,1000,20,False,1000,0.2573556900024414,,ArtificialFunction,False,32.370554859105,sphere,10,1,1,NoisyBandit,True,935869108,1,20,0
max,20,1000,20,False,1000,0.2771458625793457,,ArtificialFunction,False,27870117.128974475,cigar,10,1,1,TBPSA,False,3206524807,1,20,0
max,20,2000,20,False,2000,0.757767915725708,,ArtificialFunction,False,339.0913530498873,sphere4,10,1,1,NoisyBandit,True,1060765464,1,20,0
max,20,4000,20,False,4000,2.2716338634490967,,ArtificialFunction,False,357.4847910842733,sphere,10,1,1,CMA,True,1086595316,1,20,0
max,20,4000,20,False,4000,1.4586725234985352,,ArtificialFunction,False,18817288.77144914,cigar,10,1,1,NoisyBandit,False,424141850,1,20,0
max,20,8000,20,False,8000,4.808379173278809,,ArtificialFunction,False,314.94338569334565,sphere4,10,1,1,CMA,True,312403959,1,20,0
max,20,8000,20,False,8000,3.271475076675415,,ArtificialFunction,False,134.9010334298778,sphere,10,1,1,NoisyDE,True,3757179395,1,20,0
max,20,16000,20,False,16000,7.991138458251952,,ArtificialFunction,False,108517184.65181942,cigar,10,1,1,CMA,False,1015245080,1,20,0
max,20,16000,20,False,16000,6.091661214828491,,ArtificialFunction,False,651.2868039566387,sphere4,10,1,1,NoisyDE,True,754753987,1,20,0
max,20,32000,20,False,32000,8.096822500228884,,ArtificialFunction,False,45.65407134762417,sphere,10,1,1,NaiveTBPSA,True,379046064,1,20,0
max,20,32000,20,False,32000,17.765953779220578,,ArtificialFunction,False,169195953.9252086,cigar,10,1,1,NoisyDE,False,4136474726,1,20,0
max,20,64000,20,False,64000,17.904071807861328,,ArtificialFunction,False,322.3301488263087,sphere4,10,1,1,NaiveTBPSA,True,290335020,1,20,0
max,20,64000,20,False,64000,16.100125312805176,,ArtificialFunction,False,26.573402984409753,sphere,10,1,1,TBPSA,True,2872709097,1,20,0
max,20,128000,20,False,128000,34.337719917297356,,ArtificialFunction,False,28971389.05849852,cigar,10,1,1,NaiveTBPSA,False,3561892367,1,20,0
max,20,128000,20,False,128000,31.002663612365733,,ArtificialFunction,False,200.49781193586887,sphere4,10,1,1,TBPSA,True,423136209,1,20,0
max,20,500,20,False,500,0.1138753890991211,,ArtificialFunction,False,320.5645322560804,sphere4,10,1,1,NaiveTBPSA,False,3228361626,1,20,0
max,20,500,20,False,500,0.08070874214172362,,ArtificialFunction,False,24.04153721752133,sphere,10,1,1,TBPSA,False,2025473427,1,20,0
max,20,1000,20,False,1000,0.6996324062347412,,ArtificialFunction,False,34828615.971842736,cigar,10,1,1,NoisyBandit,True,4033431925,1,20,0
max,20,1000,20,False,1000,0.2771122455596924,,ArtificialFunction,False,302.2662862306824,sphere4,10,1,1,TBPSA,False,2258482165,1,20,0
max,20,2000,20,False,2000,0.696657657623291,,ArtificialFunction,False,19.193348878275565,sphere,10,1,1,NoisyBandit,False,479002106,1,20,0
max,20,4000,20,False,4000,2.2009601593017583,,ArtificialFunction,False,252627279.02427012,cigar,10,1,1,CMA,True,381939555,1,20,0
max,20,4000,20,False,4000,1.4942450523376465,,ArtificialFunction,False,368.8806232264329,sphere4,10,1,1,NoisyBandit,False,3068196295,1,20,0
max,20,8000,20,False,8000,3.8548963069915767,,ArtificialFunction,False,325.1066233870442,sphere,10,1,1,CMA,False,798666531,1,20,0
max,20,8000,20,False,8000,2.960655927658081,,ArtificialFunction,False,82075299.75627251,cigar,10,1,1,NoisyDE,True,3212402457,1,20,0
max,20,16000,20,False,16000,8.312488794326782,,ArtificialFunction,False,306.9165622578403,sphere4,10,1,1,CMA,False,171745782,1,20,0
max,20,16000,20,False,16000,6.6398632526397705,,ArtificialFunction,False,177.17534803400486,sphere,10,1,1,NoisyDE,False,4218620036,1,20,0
max,20,32000,20,False,32000,8.096712112426758,,ArtificialFunction,False,28277766.93582629,cigar,10,1,1,NaiveTBPSA,True,2708776656,1,20,0
max,20,32000,20,False,32000,15.489297866821287,,ArtificialFunction,False,440.07456409484945,sphere4,10,1,1,NoisyDE,False,3566775142,1,20,0
max,20,64000,20,False,64000,16.123000621795654,,ArtificialFunction,False,26.659113087907237,sphere,10,1,1,NaiveTBPSA,False,3928975270,1,20,0
max,20,64000,20,False,64000,15.838986158370972,,ArtificialFunction,False,21356314.64986969,cigar,10,1,1,TBPSA,True,248982448,1,20,0
max,20,128000,20,False,128000,32.24134397506714,,ArtificialFunction,False,299.40812933538206,sphere4,10,1,1,NaiveTBPSA,False,3216285564,1,20,0
max,20,128000,20,False,128000,32.871777057647705,,ArtificialFunction,False,9.191161321789187,sphere,10,1,1,TBPSA,False,2294555559,1,20,0
max,20,500,20,False,500,0.3623592853546143,,ArtificialFunction,False,51.010405636443494,sphere,10,1,1,NoisyBandit,True,2615817460,1,20,0
max,20,500,20,False,500,0.13996434211730954,,ArtificialFunction,False,24560476.36034341,cigar,10,1,1,TBPSA,False,1601395851,1,20,0
max,20,1000,20,False,1000,0.34525394439697266,,ArtificialFunction,False,283.4075150796643,sphere4,10,1,1,NoisyBandit,True,1371775463,1,20,0
max,20,2000,20,False,2000,1.0652682781219482,,ArtificialFunction,False,457.14829971068207,sphere,10,1,1,CMA,True,3491126266,1,20,0
max,20,2000,20,False,2000,0.8944652080535889,,ArtificialFunction,False,24568197.39190169,cigar,10,1,1,NoisyBandit,False,3059016045,1,20,0
max,20,4000,20,False,4000,2.3337726593017583,,ArtificialFunction,False,284.08380899885844,sphere4,10,1,1,CMA,True,1629224066,1,20,0
max,20,4000,20,False,4000,1.885555505752564,,ArtificialFunction,False,240.21379488563855,sphere,10,1,1,NoisyDE,True,1054668347,1,20,0
max,20,8000,20,False,8000,4.554719686508179,,ArtificialFunction,False,107930880.77762602,cigar,10,1,1,CMA,False,3606520596,1,20,0
max,20,8000,20,False,8000,3.7106113433837886,,ArtificialFunction,False,415.3504336976557,sphere4,10,1,1,NoisyDE,True,2143367696,1,20,0
max,20,16000,20,False,16000,4.562990665435791,,ArtificialFunction,False,58.13797730467744,sphere,10,1,1,NaiveTBPSA,True,2557220287,1,20,0
max,20,16000,20,False,16000,7.175020217895508,,ArtificialFunction,False,339519730.82609916,cigar,10,1,1,NoisyDE,False,1877407575,1,20,0
max,20,32000,20,False,32000,7.409060716629027,,ArtificialFunction,False,316.3836697043148,sphere4,10,1,1,NaiveTBPSA,True,4150922855,1,20,0
max,20,32000,20,False,32000,8.261429071426393,,ArtificialFunction,False,15.065635700101286,sphere,10,1,1,TBPSA,True,1192804885,1,20,0
max,20,64000,20,False,64000,15.637358903884888,,ArtificialFunction,False,30013197.377978634,cigar,10,1,1,NaiveTBPSA,False,3219016556,1,20,0
max,20,64000,20,False,64000,16.046033382415768,,ArtificialFunction,False,230.5116189111808,sphere4,10,1,1,TBPSA,True,3263827601,1,20,0
max,20,128000,20,False,128000,76.67095422744752,,ArtificialFunction,False,19.24776682251059,sphere,10,1,1,NoisyBandit,True,3507105056,1,20,0
max,20,128000,20,False,128000,28.629261016845703,,ArtificialFunction,False,15276355.008153414,cigar,10,1,1,TBPSA,False,2405960879,1,20,0
max,20,500,20,False,500,0.3229663372039795,,ArtificialFunction,False,46668357.48601427,cigar,10,1,1,NoisyBandit,True,2608519806,1,20,0
max,20,500,20,False,500,0.12588167190551758,,ArtificialFunction,False,442.7690035963508,sphere4,10,1,1,TBPSA,False,2134621654,1,20,0
max,20,1000,20,False,1000,0.3071343898773193,,ArtificialFunction,False,16.778026550036653,sphere,10,1,1,NoisyBandit,False,2312359395,1,20,0
max,20,2000,20,False,2000,1.3968310356140137,,ArtificialFunction,False,117429721.33655757,cigar,10,1,1,CMA,True,845385339,1,20,0
max,20,2000,20,False,2000,0.808551549911499,,ArtificialFunction,False,367.9276897228655,sphere4,10,1,1,NoisyBandit,False,3593378070,1,20,0
max,20,4000,20,False,4000,2.102273941040039,,ArtificialFunction,False,170.8779442517093,sphere,10,1,1,CMA,False,2309055569,1,20,0
max,20,4000,20,False,4000,1.553112506866455,,ArtificialFunction,False,110718610.46500452,cigar,10,1,1,NoisyDE,True,886429684,1,20,0
max,20,8000,20,False,8000,3.985459566116333,,ArtificialFunction,False,323.33391240406866,sphere4,10,1,1,CMA,False,1934064048,1,20,0
max,20,8000,20,False,8000,2.668041229248047,,ArtificialFunction,False,260.57470077313224,sphere,10,1,1,NoisyDE,False,4254045604,1,20,0
max,20,16000,20,False,16000,3.7709500789642334,,ArtificialFunction,False,40284751.47812091,cigar,10,1,1,NaiveTBPSA,True,4140824778,1,20,0
max,20,16000,20,False,16000,7.486919403076173,,ArtificialFunction,False,498.65142181013465,sphere4,10,1,1,NoisyDE,False,2258582104,1,20,0
max,20,32000,20,False,32000,6.618314027786255,,ArtificialFunction,False,22.791140094404298,sphere,10,1,1,NaiveTBPSA,False,1625617422,1,20,0
max,20,32000,20,False,32000,7.212996244430543,,ArtificialFunction,False,12765699.505155945,cigar,10,1,1,TBPSA,True,3166403330,1,20,0
max,20,64000,20,False,64000,16.80333161354065,,ArtificialFunction,False,277.81012966964323,sphere4,10,1,1,NaiveTBPSA,False,901008054,1,20,0
max,20,64000,20,False,64000,16.734898567199707,,ArtificialFunction,False,20.09339373111266,sphere,10,1,1,TBPSA,False,1996149436,1,20,0
max,20,128000,20,False,128000,74.21478128433229,,ArtificialFunction,False,29795721.76754458,cigar,10,1,1,NoisyBandit,True,94169229,1,20,0
max,20,128000,20,False,128000,28.34447407722473,,ArtificialFunction,False,268.18022787502673,sphere4,10,1,1,TBPSA,False,1005889711,1,20,0
max,20,500,20,False,500,0.3414406776428223,,ArtificialFunction,False,291.42673475080943,sphere4,10,1,1,NoisyBandit,True,3330860994,1,20,0
max,20,1000,20,False,1000,0.5130045413970947,,ArtificialFunction,False,119.30480205726828,sphere,10,1,1,CMA,True,2919924725,1,20,0
max,20,1000,20,False,1000,0.3092663288116455,,ArtificialFunction,False,19411136.088901468,cigar,10,1,1,NoisyBandit,False,3941802373,1,20,0
max,20,2000,20,False,2000,0.9536135196685792,,ArtificialFunction,False,285.8744996818158,sphere4,10,1,1,CMA,True,325203962,1,20,0
max,20,2000,20,False,2000,0.6960012912750244,,ArtificialFunction,False,97.19005106968305,sphere,10,1,1,NoisyDE,True,1394069309,1,20,0
max,20,4000,20,False,4000,1.8741586208343504,,ArtificialFunction,False,345729281.0984115,cigar,10,1,1,CMA,False,2596474524,1,20,0
max,20,4000,20,False,4000,1.419100284576416,,ArtificialFunction,False,316.2798799042075,sphere4,10,1,1,NoisyDE,True,651918746,1,20,0
